id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,年份
4657920828509580,KoiMGzHJi,2440613864,First-W,王凯在河南漯河调研“万人助万企”活动推进情况时强调打造世界一流食品加工企业做强做优做大食品加工产业O网页链接,,,,,0,0,0,2021-07-11 23:45:00,学习强国客户端,['https://wx2.sinaimg.cn/large/9178cfe8ly1gsdfxgx5w1j2046046glj.jpg'],,,2021
4660458411532484,KpmNz6qFu,6171026797,季节性数据,2021年6月在产蛋鸡存栏11.84亿只，环比减少0.40%，同比下降10.04%；18家代表企业蛋鸡苗销售量3772万只，环比下降18.18%，同比增加7.43%。截至7月16日当周，全国蛋鸡淘量汰1745万只，蛋鸡淘汰日龄持平在486天，生产环节和流通环节库存分别为1.20和0.81天，较上周均小幅下降。截至7月16日当周，鸡蛋棚前批发价与淘汰鸡价格有所回升，鸡苗价格小幅回落，蛋鸡养殖利润小幅回升至31.89元/只。,,,,,1,0,0,2021-07-18 23:48:00,微博 weibo.com,"['https://wx2.sinaimg.cn/large/006JCZYhly1gsljaaytpcj31690frjub.jpg', 'https://wx3.sinaimg.cn/large/006JCZYhly1gsljaj5f8nj31610esn09.jpg', 'https://wx3.sinaimg.cn/large/006JCZYhly1gsljas6bwsj31630ew779.jpg', 'https://wx4.sinaimg.cn/large/006JCZYhly1gsljb1lat4j30kt0ezwgi.jpg', 'https://wx4.sinaimg.cn/large/006JCZYhly1gsljbgsbq4j30k30fjq4l.jpg', 'https://wx2.sinaimg.cn/large/006JCZYhly1gsljbp169jj316g0fuacz.jpg', 'https://wx3.sinaimg.cn/large/006JCZYhly1gsljbzwhmqj315y0f8n0i.jpg', 'https://wx3.sinaimg.cn/large/006JCZYhly1gsljcaudt6j316n0fd77b.jpg', 'https://wx4.sinaimg.cn/large/006JCZYhly1gsljcjhxflj316s0fydio.jpg']",,,2021
4657561598693170,Ko9rhAtuq,1511908712,我只会小信,那么，何为审计底稿？ 中国对审计底稿的强硬态度，为何要像对中国领土一样，不容丝毫侵犯？ 我用一句话来总结： 审计底稿，就是一家公司的纸质存在形态。 其中，包括所有用户数据、所有会议记录、所有沟通文件、所有问题汇总、所有程序表格。甚至连历年来的电子邮件也不能幸免，这当中就有政府部门往来的所有机密信息。因为能够赴美上市的企业，都是其行业翘楚中的翘楚；又因为赴美上市的企业，占据了中国民生领域的各行各业—— 所以，一旦美方通过SEC，拿到了中概股的所有审计底稿。 就相当于把中国整个剥光了，赤裸地袒露在美国眼前。,,北京·群芳园,,,0,0,0,2021-07-10 23:58:00,HarmonyOS设备,,,,2021
4656834009631856,KnQvKEpGw,1848333140,草民-华先生,今日主推：中大型公司名下资产抵押 (房地产企业最佳)江浙沪12%-15%抵押物仅限于：住宅、公寓、写字楼、别墅排屋，且取得不动产权以及纯住宅土地抵押单笔1000万起做，单个企业2亿内 。（杭十区个人房产抵押利息低至3厘7，杭十区二抵1000万内秒出额度）浙江省内垫资业务：1000万起- -5亿内，信托出款，万9.5按天计算，见批复就放款。联系方式：15268808802,,杭州,,,0,0,0,2021-07-08 23:46:00,iPhone客户端,['https://wx2.sinaimg.cn/large/00215pSQgy1gs9z3xwb2ij63402c0b2a02.jpg'],,,2021
4658645738723457,KoBDTABmV,3566176357,兰州宣官,【#美丽中国西北行#在西北永新启动-实况⑤】#西北永新55年只做一桶漆##红色百年话陇原#7月12日上午，2021“美丽中国·涂料行业在行动”甘肃青海西北行启动仪式在西北永新举办，中国涂料工业协会孙莲英会长带领考察团企业家参加。仪式前，考察团参观了中昊北方涂料研究院、西北永新集团。2021“美丽中国·涂料行业在行动”甘肃青海西北行由中国涂料工业协会组织，本届考察团的团长由中国涂料工业协会孙莲英会长担任，共有来自全国涂料行业知名企业团员代表20余人。活动期间，还将赴敦煌开展公益活动，以及集体参观青海省海晏县原子城——中国第一个核武器研制基地。@西北永新集团L博爱兰州的微博视频,,,西北永新集团,"美丽中国西北行,西北永新55年只做一桶漆,红色百年话陇原",0,0,0,2021-07-13 23:46:00,微博视频号,,"http://f.video.weibocdn.com/JqucvjgFlx07Ocf4ex3y01041200y6hw0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1693040843&ssig=sxLa9H6vwX&KID=unistore,video",,2021
4657923768713898,KoiRqAySK,6528475650,A做个吃不胖的小瘦子,【第十六届“正源”大学生奖学金颁奖260名大学生获奖】正源地产不忘初心，积极投身教育、文化、扶贫等社会公益事业，累计投入社会公益事业逾亿元，用始终如一的行动诠释企业公民的真正涵义。正源地产以实际行动做爱国敬业、守法经营、回报社会的典范。,,,,,0,0,0,2021-07-11 23:57:00,皮皮时光机,,,,2021
4658649103075528,KoBJkcU5i,2324125982,深海鱼鱼Ancy,Note288:现在，企业的内容供应商可以被归类为四种？1）产出TVC、KV这种高质量内容的创意公司；2）产出大量信息流素材，素材内容比较生活化、质量略低的效果运营公司；3）产出达人素材、PUGC内容的MCN机构；4）个人的freelancer，为企业提供个性化、小批次内容的人。#深海鱼鱼运营笔记#,,,,深海鱼鱼运营笔记,0,0,0,2021-07-13 23:59:00,iPhone客户端,,,,2021
4656110247611440,KnxGovW5a,1974561081,网易财经,【涉嫌虚假宣传，沃刻净水器背后还有多少黑历史？】　每一个品牌都有属于自己的品牌历史，这段品牌历史总会作为企业文化的一部分被公开宣传。但有一个品牌却涉嫌虚假宣传自己的品牌历史，这个品牌的背后运营实体也极少公开，让人不得不怀疑这可能是一次完美的“骗局”。这个品牌就是沃刻净水器。这一品牌是近几年通过请明星代言、不断在央视多个频道进行广告投放而成功吸引全国消费者关注的明星品牌。根据广告宣传内容，沃刻净水器主推的产品是新一代厨下直饮净水机，拥有4.0RO反渗透过滤系统，过滤精度达到万分之一微米，打开龙头就能放心饮用。O涉嫌虚假宣传，登上央视的沃刻净水器背后还有多少黑历史？,,,,,11,8,15,2021-07-06 23:50:00,微博 weibo.com,"['https://wx1.sinaimg.cn/large/75b16939ly1gs7nziu9wej20i208daac.jpg', 'https://wx1.sinaimg.cn/large/75b16939ly1gs7nziuayoj20i208d3yn.jpg']",,,2021
4659733565280257,Kp3Wsm9Dr,5566284903,雨下的鱼虾,#金毛siri托运公司回应#虽然缺少相关立法，但是现有法律体系下，违约和欺诈应该是构成的吧，而且这还不是第一次，那么这个企业是不是就不配有从事宠物托运的资格了，这么没有契约精神没有责任心的企业，也没有必要存在了，原地解散了吧,,,,金毛siri托运公司回应,0,0,7,2021-07-16 23:48:00,OPPO K3 硬核少年,,,,2021
4656833664386431,KnQvcip6T,1988645095,北京商报,【#大宗商品价格波动冲击中小企业#，#业内建言以产业集群应对#】今年以来，全球大宗商品价格波动引人关注，铁矿石、钢铁、铜、锌、铝、焦煤等商品价格，纷纷在上半年创出高点。抢货、抢仓、抢资源，是许多中小企业上半年的主题，飙升的成本让他们绷紧了弦，客户要维持，企业要生存，就得勒紧裤腰带，精打细算。记者走访了浙江和江西的多家企业了解到，大宗商品价格波动给中小企业造成困难的情况在不同行业都十分普遍。五月份以来，国家发改委等5部门要求有关重点企业带头维护大宗商品价格秩序，国家粮食和物资储备局也即将组织投放铜、铝、锌国家储备并实行公开竞价，参与条件尽可能向中小企业倾斜。多位业内人士表示，大型企业可以在期货上套期保值，但是中小企业利润薄，议价能力差，对原材料波动更加敏感，原料价格波动让他们不敢扩大生产，订单利润也越发微薄。L央视财经的微博视频,,,,"大宗商品价格波动冲击中小企业,业内建言以产业集群应对",0,0,0,2021-07-08 23:45:00,Android,,"http://f.video.weibocdn.com/9awFRSIilx07O4KwSU1a01041203NQHk0E020.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1693040687&ssig=iItKNETGAE&KID=unistore,video",,2021
4660458071787736,KpmN17v4s,6172778629,南无阿弥陀佛200803,#一线微观#望立法深挖打击查处利用金融整顿等幌子打击优秀民企，制造冤假错案的龌龊行径………#首个法治中国建设专门规划#发布了头条文章：【举报偷漏税被判刑】《O山东博山:残疾企业家被党员干部“好兄弟”夺妻夺产、求告无门》山东博山残疾人、曾经的明星企业家孙奉俊老板，因前妻出轨、“好友”觊觎，在他二人共同“运作”下，更有当地公检法税等各级机关积极“配合”，结果孙奉俊名下财产几乎全部被侵夺，人身健康被侵犯，声誉被损害，人生境遇陷于极大苦痛之中。造成这种悲惨状况的原因实在令人愤怒和惊诧，其惊悚不亚于一部人生悲剧的活剧本。在《O山东博山残疾老板有点惨：产业被夺身陷囹圄司法程序无法获救谁之过（35）》一文中有详细记述。山东淄博残疾人企业家孙奉俊实名举报被当地大人物迫害！#淄博身边事##淄博爆料##爱我山东##山东省政法教育整顿巡查组##政法队伍教育整顿##淄博政法队伍教育整顿##淄博孙奉俊#L正义淄博199106的微博视频,,,,"一线微观,首个法治中国建设专门规划,淄博身边事,淄博爆料,爱我山东,山东省政法教育整顿巡查组,政法队伍教育整顿,淄博政法队伍教育整顿,淄博孙奉俊",4,2,1,2021-07-18 23:47:00,微博视频号,,"http://f.video.weibocdn.com/wlRof3ZGlx07MZz3aDgc01041200cU2I0E010.mp4?label=mp4_720p&template=720x988.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1BVp4ysnknHVZu&Expires=1693040983&ssig=HmWx1USwt3&KID=unistore,video",,2021
4709744327786985,L45uEwFKx,1659280190,QuantHedgeFund,#量化对冲基金#机构分析：美国11月企业就业人数增加53.4万略超预期美国企业11月份继续稳步增聘雇员，暗示雇主继续逐渐填补接近纪录高位的岗位空缺。该数据显示，劳动力市场稳步改善；技能不匹配、雇员换工作以及疫情相关的因素仍然导致雇主难以吸引并留住员工。ADP总就业人数仍然远低于疫情前的水平，而新出现的奥密克戎变异株则可能遏制劳动参与率。,,,,量化对冲基金,0,0,0,2021-12-01 23:53:00,英欧大数据Android,,,,2021
4658284990566244,Kosg32niY,1839667475,大湾01资讯,有记者问：7月9日，美国商务部将23家中国实体列入出口管制“实体清单”，请问商务部对此有何评论？答：美方泛化国家安全概念，滥用出口管制措施，罔顾事实，再次以所谓“人权”等为由，将23家中国实体列入“实体清单”。这是对中国企业的无理打压，是对国际经贸规则的严重破坏，中方坚决反对。美方应立即纠正错误做法。我们将采取必要措施，坚决维护中方合法权益。,,,,,0,0,1,2021-07-12 23:52:00,,,,,2021
4656835637020065,KnQyntseR,3849945645,大石家庄,【#周鸿祎谈特斯拉降价#：逼得大家提升竞争水平】7月8日，在#2021世界人工智能大会#的会后采访中，周鸿祎认为特斯拉不断降价对其他企业有好处也有坏处，可以逼得大家去提升水平。他说百度曾表示低于46万做不出自动驾驶车，宣传它家有多少个800万摄像头，这个思路是不对的。L老板联播的微博视频,,石家庄,,"周鸿祎谈特斯拉降价,2021世界人工智能大会",0,0,0,2021-07-08 23:53:00,微博视频号,,"http://f.video.weibocdn.com/002nbqMegx07O4kvHonm01041200ph6R0E010.mp4?label=mp4_720p&template=720x1280.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1693039845&ssig=cg4zhOrCd1&KID=unistore,video",,2021
4709743107769495,L45sGwBcr,2299513391,文里何等个桃子,被疫情偷走的这两年2019年的12月我在想什么呢?大概是在想，我怎么还在文艺路，大概是在想我今天能不能按时下班。我也不太记得我在想什么了。2020年1月初的一个下午，大概时隔了十多年没有发烧的我居然发高烧了，早早请了假去诊所量体温、做流感检测，是甲流，戴上口罩回湘潭修养了一周。回去的路上同事截图了武汉的情况发给我，要我多注意，怕是非典。我略感不爽似乎被嫌弃，因为医生说了我是流感他们居然不信，但我还是特意去百度了一下，那个时候，百度上的新闻说武汉排除非典，病例没有可传染性。没想到后来到一月底，新闻就都成了新冠疫情今日新增多少多少例，我可能要感谢这次发烧，增强了抵抗能力，也让我早早的在长沙就戴上了口罩，并囤好了口罩。过年的时候，返岗在最基层的抗疫一线，每天上下班很孤独，地铁上几乎没人，出租屋里也就只有我，外面很少有店面开着，也不敢在外面吃，我吃了很久的煮面和泡面，有累到手得肌腱炎的时候，在企业复工复产统计工作中有受不住崩溃哭脸的时候，现在回头想想，那时候的自己比现在还不能吃苦。还好，后来疫情逐渐稳定了，8月份就考到了株洲荷塘，先是在基层做群众工作，管物业行业，常要进行矛盾纠纷的调解，学了很多法律法规，对接市住建的时候也还顺畅，只是我没想到，原来这么多事都可以堆给一个人做，每天马不停蹄，但还好，我的压力只来源于我想做物业行业的退出机制、每天想如何考核这个行业，让区一级可以更好的管理他们，让他们提升服务，如何建立这样的机制体制，我每天都在想，刚出了初步的方案，我就被调走了。2021年4月开始，我真的算是进入了“魔鬼训练”，如前辈所说的，荣耀，烦闷，就算是到现在我也还没有到前辈所说的淡然那个阶段。是真的很累，我每天都不知道今天要不要加班，不知道半个小时之后可能会有什么紧急事情要处理，我要做到随叫随到、服务周到，从早到晚。最难熬的是21年7月底开始的疫情期间，从零点到六点之间我都下过班，我佩服地方领导的能力、水平，但我最佩服的是都是四十岁的人了还那么能熬，一点下班算是下了个早班，第二天继续，每天是开不完的会，做不完的决策，督不完的察。保一方人民，需要他们这样的去做吧。我以前不知天高地厚，老觉得自己真棒，现在时刻觉得自己弱爆了，每个方面都有不如别人的地方。以前会觉得，别人能保一方平安，富一方人民，我为什么不可以?现在认为，我确实不行，能平平凡凡做好一两件事，不犯错，就算成功了。这两年，变化特别多，身边的人，身边的环境，包括我自己，像是做了一场梦。诶，我怎么在这里，过着现在的生活，做着现在的工作。我稍微开心一点的是，现在我的心态没有之前那么消极了，如果命运选择了我，那就这样吧，不那么紧张，接受自己的平凡、不那么优秀，如果能更好，那就感谢自己运气好，如果不能更好，也没关系，谁说我就一定要更好呢。只希望，世界和平，疫情早日过去，身体健康，开心，顺心。,,,,,0,8,8,2021-12-01 23:48:00,小米10,,,,2021
4657559983625299,Ko9oGfd6z,2154034533,TheMemories,#刘亦菲居家随性照#永远相信刘亦菲的古装，赵盼儿的造型古韵十足好漂亮，期待《梦华录》🌟亮点推荐：搞事业⭐戏小人⭐闯京都⭐护姐妹⭐反渣男⭐书传奇，期待青年企业家——赵盼儿L热剧的微博视频,,,,刘亦菲居家随性照,0,0,10,2021-07-10 23:51:00,iPhone客户端,,"http://f.video.weibocdn.com/lk4kmmI9lx07Nn1EOFBK010412006GkW0E010.mp4?label=mp4_720p&template=1134x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1693040456&ssig=PHfsAs8jLw&KID=unistore,video",,2021
4709744511550679,L45uX6voX,1814833884,yuzhoujufu,🌸环境真的能影响人类的身体状况，比如我在办公室就经常头疼腰疼脖子疼，但是一回到家躺着就不疼了。我认为在大公司待5年以上的人基本就废了，进入眼高手低一群，成了温室里的小白鼠，生存能力退化，却又自视很高。年轻人要学会跳出舒适区，克服思想上的懒惰、行动上的停滞！做事有激情！有冲劲、有干劲，不怕吃苦很重要！做敢为人先的创新创造者，争做新时代通化优秀青年企业家！不要站在现在的高度，去判定未来的事情，因为未来的你是会成长的，会有新的选择和判断！难忘的是故事里的酒，回味的是酒里的故事。二十四点的深圳，,,深圳,,,0,0,1,2021-12-01 23:54:00,iPhone客户端,"['https://wx3.sinaimg.cn/large/6c2c2adcgy1gwyrsijc6ej213w0u0dtp.jpg', 'https://wx4.sinaimg.cn/large/6c2c2adcgy1gwyrslyslbj21400u043f.jpg', 'https://wx4.sinaimg.cn/large/6c2c2adcgy1gwyrsmwms4j213w0u045c.jpg', 'https://wx2.sinaimg.cn/large/6c2c2adcgy1gwyrsndem7j213w0u0qd1.jpg', 'https://wx3.sinaimg.cn/large/6c2c2adcgy1gwyrskq97rj23402c0kjm.jpg', 'https://wx2.sinaimg.cn/large/6c2c2adcgy1gwyrsp692qj23402c0kjm.jpg']",,,2021
4660823156853480,KpwhRsKU0,6340123945,好运平民秀根嫂,wyf所有国内牌子掉最后剩几个大牌，我看大家就开始催，很多留言就是埋怨头铁啊保护加拿大人之类的，咋可能呢越是大牌越怕受牵连，能解约恨不得一秒解约，只是跨国企业汇报流程严苛且漫长，这次绝对每一封发出的邮件主题都是“URGENT”所以才这么快。看这些评论我脑袋嗡嗡的，可能是打工人的ptsd吧。顶流最可怕的颓势就是代言掉无力回天，掉光不是今天就明天啊，咋那么急你是着急买是干啥。保时捷lv的速度比想象中快太多，要知道7-8月，你在意大利办不成任何事，全员度假，所以千万不要夏天办手续办事。小城市邮局银行都关门，法国人也休假。天塌了海外warehouse着火了你给他发邮件都可能自动回复离开办公室5周稍后再说，给我们北美的羡慕的。当然也气cc复cc没人回复没人理，你给品牌结尾款他都装死。这次早上起来上班就拍板了啥概念，咱中国的996模式倒逼成功了。又让我想到，同事嫂子是欧洲拍杂志的时尚摄影师，疫情前收到中国某大tb店邀约拍摄lookbook。坊间传闻中国人给钱好，但是！特别急，事多催命，准备好再接单。她嫂子刚生了一对龙凤胎的人，摩拳擦掌严格要求自己72h内必须回复，对于欧洲人来讲已经是火力全开了。但经常在欧洲时间后半夜，和国内时间后半夜3/4点收到email：人呢人呢人呢样片呢ddl呢快快快！天天催她嫂子甚至带孩子去摄影棚赶活，一周后被通知：你效率太低周期太长我们停止合作886，她嫂子惊呆。中国人真的自己不睡也expect全球伙伴都不睡，也不知道打工人的生命周期有几年。之前你好竹子发，老公刚来中国对于半夜能来人维修wifi能有闪送服务等等觉得惊讶又焦虑，感觉太hustle太不健康。当时看到我还为我国的便利性自豪三秒，但因为现在工作了感觉这个事儿很可怕头皮发紧。6月选款月活多连续2周每天11-12点下班都感觉我要死了，问题是早上我上班挺晚，我一想国内天天这样周六可能还要回复邮件，觉得大家好厉害自己真比不上，越想越害怕越想越不敢回去。,,,,,242,43,1024,2021-07-19 23:58:00,,,,,2021
4659734591838107,Kp3Y77IaT,7633292050,张I8O32329288,注册北京教育科技院需要的条件和费用从事教育行业应当按照法律法规和行业规范，有目的、有计划、有组织地对受教育者的心智发展进行教化培育，以现有的经验、学识授人，为其解释各种现象、问题或行为，以提高实践能力，这就是人们常说的传道、授业、解惑，其根本是以人的一种相对成熟或理性的思维来认知对待事物。从这我们也能看出，教育对于人的发展影响深远，所以有关部门一直把教育行业作为重点进行严格管控，现在只要是企业名称中带有教育全部不允许注册，我公司在教育企业停办之前注册下来两家教育科技院，现在正在转让，需要的尽快联系我！我公司转让：北京...教育科技院个人独资，朝阳区，带技术培训，舞蹈培训，声乐培训，器乐培训，摄影培训，计算机培训北京...教育科技院个人独资，2020年注册，原件在手，随时可配合变更，需要的可以联系我北京...教育咨询有限公司核名已过，原件在手，随时能配合变更，需要的可以联系我教育的首要功能是促进个体发展，包括个体的社会化和个性化。教育的基础功能是影响社会人才体系的变化以及经济发展，为经济的持续稳定发展提供良好的背景，提高受教育者的潜在劳动能力，形成适应现代经济生活的观念态度和行为方式。教育的社会功能是为国家的发展培养人才，服务于国家的政治、经济发展。教育的深远功能是影响文化发展，教育不仅要传递文化，还要满足文化本身延续和更新的要求。如果您想投入到教育行业，又苦于无法注册教育公司，您可以联系我，我们有教育科技院转让，价格优惠，办理不成功，全额退费，不收任何服务费！有需要的可以联系我！联系人：张经理18032329288（同微信）,,,,,0,0,0,2021-07-16 23:52:00,nova4e 3200W立体美颜,['https://wx3.sinaimg.cn/large/008kAvXIly1gsj88k7v0cj30dw0d30ts.jpg'],,,2021
4658646342177088,KoBES98mk,1757427295,加勒比海儿家用电器,凭借rareearth和神秘力量的帮助，塔利班有可能摇身一变，成为涉足芯片，电子产品，新能源等前沿领域的企业家,,,,,0,0,0,2021-07-13 23:48:00,华为手机,['https://wx3.sinaimg.cn/large/68c0365fly1gsfr6w3g48j20sz0d3who.jpg'],,,2021
4657922112227336,KoiOL9lqM,7467255488,网红qqqqqqqqian,《《开讲啦》20181215福耀玻璃集团创始人董事长曹德旺：为中国人做一片属于自己的玻璃》本期节目主要内容：作为中国“走出去”最成功的企业家之一，他从承包乡镇企业开始，开辟了公司治理的先河，又一步步进军海外，建立了全球最大的汽车玻璃企业。他是福耀玻璃集团创始人，董L《开讲啦》20181215我的时代答卷：曹德旺,,,,,0,0,0,2021-07-11 23:50:00,微博视频号,,http:https://cntv.vod.cdn.myqcloud.com/flash/mp4video62/TMS/2018/12/16/4410d481e3074b689d0ee61bc5d844f3_h2641200000nero_aac16-1.mp4&is_https=1,,2021
4660093792291437,Kpdjt9C6F,3546332963,天津日报,【首届中国·绍兴“万亩千亿”新产业人才全球创业大赛天津选拔赛启动】昨天（16日），首届中国·绍兴“万亩千亿”新产业人才全球创业大赛先进高分子材料系列赛专场在津启动，首场选拔赛也同期举行，旨在“以赛引才”，挖掘符合当地企业需求的创业项目。天津选拔赛是本届大赛的首场城市选拔赛，采用精准匹配及精准对接的方式，帮助人才、项目与本土企业开展合作交流，助力形成完整产业链。此次共有15个优质项目晋级，并在现场进行路演比拼，展示最新科技成果。大赛特邀7位行业权威人士和风险投资专家担任评委，现场围绕项目发展前景、技术先进性及融资的可行性等，进行全方位评估、打分，并给予精准点评。据了解，本届大赛设一等奖1名、二等奖2名、三等奖5名、优胜奖7名，其中一等奖奖金10万元、二等奖奖金5万元、三等奖奖金3万元。获奖项目将可享受场地支持、销售奖励、创投跟进奖励、创业发展资助、贷款贴息、采购扶持等一系列创业“全周期”扶持政策。（本报记者王睿）,,,,,0,0,2,2021-07-17 23:40:00,微博 weibo.com,['https://wx1.sinaimg.cn/large/d360bf23ly1gsk9uqg6h2j21900u0qap.jpg'],,,2021
4660457947008907,KpmMOtpkT,6172778629,南无阿弥陀佛200803,#学习强警#望立法深挖打击查处利用金融整顿等幌子打击优秀民企，制造冤假错案的龌龊行径………#首个法治中国建设专门规划#发布了头条文章：【举报偷漏税被判刑】《O山东博山:残疾企业家被党员干部“好兄弟”夺妻夺产、求告无门》山东博山残疾人、曾经的明星企业家孙奉俊老板，因前妻出轨、“好友”觊觎，在他二人共同“运作”下，更有当地公检法税等各级机关积极“配合”，结果孙奉俊名下财产几乎全部被侵夺，人身健康被侵犯，声誉被损害，人生境遇陷于极大苦痛之中。造成这种悲惨状况的原因实在令人愤怒和惊诧，其惊悚不亚于一部人生悲剧的活剧本。在《O山东博山残疾老板有点惨：产业被夺身陷囹圄司法程序无法获救谁之过（35）》一文中有详细记述。山东淄博残疾人企业家孙奉俊实名举报被当地大人物迫害！#淄博身边事##淄博爆料##爱我山东##山东省政法教育整顿巡查组##政法队伍教育整顿##淄博政法队伍教育整顿##淄博孙奉俊#L正义淄博199106的微博视频,,,,"学习强警,首个法治中国建设专门规划,淄博身边事,淄博爆料,爱我山东,山东省政法教育整顿巡查组,政法队伍教育整顿,淄博政法队伍教育整顿,淄博孙奉俊",0,0,0,2021-07-18 23:47:00,微博视频号,,"http://f.video.weibocdn.com/wlRof3ZGlx07MZz3aDgc01041200cU2I0E010.mp4?label=mp4_720p&template=720x988.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&ori=0&ps=1BVp4ysnknHVZu&Expires=1693040983&ssig=HmWx1USwt3&KID=unistore,video",,2021
4657561594761335,Ko9rhjYDJ,2105242167,家庭亲子摄影师钱爷,个人品牌顾问线下闭门会去年已经拿到@秋叶个人品牌顾问认证班的证书，对个人品牌的打造有了全面且深入的了解，只是一直迈不开腿去做个人品牌的咨询服务。今年正好赶上线下课，又来复训。把姐姐妹妹交给家人，我来了个12个小时的连续学习。明天还要继续。先来个今日复盘。个人品牌咨询顾问，就是要给有需求的人帮他很好的打造自己的个人品牌，这里分，企业家，牛人，素人。三种人适用三种不同的咨询方案，而个人品牌咨询顾问也是有自己的专业领域的。之前我就非常纠结这点，我是做摄影师还是顾问？两者有联系吗？现在我非常清晰，我继续做家庭亲子摄影师，兼职个人品牌咨询顾问，我的服务对象为素人，甚至再缩小一点，我是为素人妈妈们服务的，帮助其打造个人品牌，做一份小而美的事业，兼顾带娃和赚钱。而帮助素人妈妈最首要的是通过咨询服务为她们进行个人品牌定位，打造个人标签，完善个人介绍，用个人品牌思维为其赋能，加速妈妈们的成长。所以，你愿意做钱爷的第一批咨询顾客吗？,,,秋叶,,0,0,0,2021-07-10 23:58:00,iPhone X,"['https://wx4.sinaimg.cn/large/7d7b7237gy1gscanp6qcxj21o0280kjm.jpg', 'https://wx2.sinaimg.cn/large/7d7b7237gy1gscanqn6qej22cr1botl9.jpg', 'https://wx2.sinaimg.cn/large/7d7b7237gy1gscanrhwzjj21gp2lob29.jpg', 'https://wx4.sinaimg.cn/large/7d7b7237gy1gscant509kj233f1qonpe.jpg', 'https://wx1.sinaimg.cn/large/7d7b7237gy1gscantvlebj21ns0xnnbf.jpg', 'https://wx3.sinaimg.cn/large/7d7b7237gy1gscanuir5rj233k1qox3l.jpg']",,,2021
4658284750967717,KosfF43Kl,2632139163,挑山工的快乐生活,我围观了@王福重的回答，该问题价值520.00元，围观仅1元，快来一起围观~O微博问答,,,王福重,,0,0,1,2021-07-12 23:51:00,微博问答,,,,2021
4656834868416971,KnQx8zjDB,6500819240,东阳光科sh600673,东阳光sh600673鼓励挑战专利，支持首仿！正大天晴、东阳光、恒瑞、齐鲁、人福等头部企业百舸争流，点击链接查看更多->O鼓励挑战专利，支持首仿！正大天晴、东阳光、恒瑞、齐鲁、人福等头部企业百舸争流,,,,,0,0,0,2021-07-08 23:50:00,微博股票,,,,2021
4660821080408466,Kpwew1Iga,5367879983,王俊凯的小tel呀,#2021年河北工大社会实践#@河北工业大学团委@名企行调查企业人才需求7.19在老师们同学们与玻璃设计研究院的校友学长学姐交流中，我也深有感触。一位校友在回答，遇到问题是怎么解决时，用自己的亲身经历向我们表达了他的一些看法。人是要保持终身学习的，无论何时都不要忘记学习，不要丧失学习的能力。当走上工作岗位，需要的能力也是不只局限于本专业知识的，大学生活很忙，但也要尽可能多方面的摄取知识。也许有一个新的工作机遇，就会被你抓住。,,秦皇岛·秦皇岛玻璃工业研究设计院(燕山大街),"河北工业大学团委,名企行调查企业人才需求",2021年河北工大社会实践,1,0,0,2021-07-19 23:50:00,HUAWEI Mate 20,['https://wx2.sinaimg.cn/large/005Rh4Nply1gsmoziwtjij31hc0u0k68.jpg'],,,2021
4657560365302696,Ko9pimftm,2706659720,一只1994-,1994的三分情书有句鸡汤说，送自己的稀缺资源属性的礼物才能表心意，比如没钱的送贵的礼物，有钱没闲的送费时间心思的礼物。前半句对了，后半句简直离谱。我一个直男朋友，家族企业，娶了个门当户对的媳妇，前一阵对方生日的时候，他突发奇想跑到一个贼远的什么手工铁锅厂，从小十指不沾阳春水吃个水果都有人剥皮的他，亲自给对方打了一口铁锅。寓意比铁饭碗还铁，养她一辈子。结果女方收到之后气得回了娘家三天没理他。朋友很疑惑，你知道我打这口锅，流了多少汗，花了多少天吗！手上还起了五个泡！她怎么一点都不感动？我去商场买个礼物也就几分钟。我说，你下次亲自打一块金条吧。寓意情比金坚。朋友若有所思，懂了。所以，有钱人是不可能喜欢廉价的劳动力产物的，有了钱只会喜欢更贵的东西，你折一亿个千纸鹤也没用。,,,,,0,0,1,2021-07-10 23:53:00,1994的三分情书超话,['https://wx1.sinaimg.cn/large/a1545988ly1gscaivcgn4j20u00s54ms.jpg'],,,2021
4660459040415345,KpmOA1K37,1677992783,信惠生活服务,600893航发动力军工：国内航空发动机整机龙头企业，公司是中国航空发动机集团发动机整机资产上市平台,,,,,0,0,0,2021-07-18 23:51:00,微博网页版,['https://wx4.sinaimg.cn/large/6404234fly1gsljfsxodgj20yk0ic7k4.jpg'],,,2021
